E222  (10,17%)		
0.71283	-0.00552	0
0.72178	-0.00499	0
0.73073	-0.00446	0
0.73967	-0.00394	0
0.7486	-0.00343	0
0.75753	-0.00293	0
0.76646	-0.00244	0
0.77539	-0.00196	0
0.78431	-0.0015	0
0.79323	-0.00105	0
0.80215	-0.00061	0
0.81106	-0.00018	0
0.81996	0.00023	0
0.82885	0.00062	0
0.83773	0.00099	0
0.8466	0.00134	0
0.85546	0.00167	0
0.86431	0.00198	0
0.87314	0.00225	0
0.88197	0.0025	0
0.89077	0.00272	0
0.89955	0.0029	0
0.90831	0.00304	0
0.91703	0.00314	0
0.9257	0.00319	0
0.93431	0.00318	0
0.94285	0.0031	0
0.95131	0.00295	0
0.95967	0.00272	0
0.96787	0.0024	0
0.97584	0.00199	0
0.98342	0.00149	0
0.99041	0.00094	0
0.99652	0.00036	0
1	0	0
