NACA1412		
1	0.00117	0
0.99631	0.00181	0
0.99045	0.00282	0
0.98414	0.0039	0
0.97734	0.00505	0
0.96998	0.00628	0
0.96203	0.0076	0
0.95349	0.009	0
0.94443	0.01047	0
0.93497	0.01198	0
0.92528	0.01351	0
0.91551	0.01504	0
0.90577	0.01654	0
0.8961	0.01801	0
0.8865	0.01946	0
0.87693	0.02088	0
0.86738	0.02228	0
0.85783	0.02367	0
0.84828	0.02504	0
0.8387	0.02639	0
0.82909	0.02773	0
0.81946	0.02906	0
0.80978	0.03038	0
0.80008	0.03168	0
0.79035	0.03297	0
0.7806	0.03424	0
0.77084	0.0355	0
0.76107	0.03674	0
0.7513	0.03796	0
0.74152	0.03917	0
0.73176	0.04035	0
0.72199	0.04152	0
0.71224	0.04267	0
0.70249	0.04379	0
0.69274	0.04491	0
0.68301	0.046	0
0.67327	0.04707	0
0.66355	0.04813	0
0.65382	0.04916	0
0.64409	0.05018	0
0.63437	0.05117	0
0.62464	0.05215	0
0.61492	0.0531	0
0.60519	0.05403	0
0.59546	0.05494	0
0.58574	0.05583	0
0.57601	0.0567	0
0.56627	0.05755	0
0.55654	0.05837	0
0.54681	0.05917	0
0.53707	0.05995	0
0.52734	0.0607	0
0.51761	0.06143	0
0.50788	0.06214	0
0.49816	0.06282	0
0.48844	0.06347	0
0.47873	0.0641	0
0.46903	0.06471	0
0.45934	0.06528	0
0.44966	0.06582	0
0.44	0.06633	0
0.43034	0.06681	0
0.42069	0.06726	0
0.41106	0.06767	0
0.40144	0.06804	0
0.39183	0.06837	0
0.38224	0.06867	0
0.37265	0.06892	0
0.36308	0.06914	0
0.35351	0.06931	0
0.34396	0.06943	0
0.33443	0.06951	0
0.3249	0.06955	0
0.31539	0.06954	0
0.30589	0.06947	0
0.2964	0.06936	0
0.28693	0.0692	0
0.27747	0.06898	0
0.26803	0.06871	0
0.2586	0.06839	0
0.2492	0.06801	0
0.23982	0.06757	0
0.23047	0.06707	0
0.22115	0.0665	0
0.21186	0.06588	0
0.20261	0.06518	0
0.19339	0.06442	0
0.18421	0.06358	0
0.17508	0.06267	0
0.16599	0.06168	0
0.15694	0.06062	0
0.14795	0.05948	0
0.13901	0.05825	0
0.13014	0.05693	0
0.12136	0.05552	0
0.11271	0.05401	0
0.10422	0.05241	0
0.09594	0.05072	0
0.0879	0.04895	0
0.08012	0.04711	0
0.07257	0.04518	0
0.06528	0.04317	0
0.05834	0.04111	0
0.05191	0.03905	0
0.04611	0.03706	0
0.04098	0.03515	0
0.03642	0.0333	0
0.03235	0.03151	0
0.02868	0.02974	0
0.02534	0.02798	0
0.02227	0.02621	0
0.01945	0.02442	0
0.01688	0.02264	0
0.01457	0.02091	0
0.01251	0.01926	0
0.01069	0.01769	0
0.00909	0.01623	0
0.00768	0.01485	0
0.00644	0.01355	0
0.00535	0.01231	0
0.00439	0.01113	0
0.00355	0.00999	0
0.00281	0.0089	0
0.00216	0.00783	0
0.00161	0.0068	0
0.00113	0.00579	0
0.00075	0.0048	0
0.00044	0.00383	0
0.00021	0.00287	0
0.00006	0.00193	0
-0.00002	0.00099	0
0	0.00006	0
0.00009	-0.00088	0
0.00028	-0.00181	0
0.00054	-0.00275	0
0.00089	-0.0037	0
0.00132	-0.00466	0
0.00184	-0.00564	0
0.00245	-0.00663	0
0.00316	-0.00765	0
0.00397	-0.00871	0
0.00489	-0.00979	0
0.00594	-0.01092	0
0.00713	-0.0121	0
0.00848	-0.01334	0
0.01001	-0.01466	0
