S2027
   1.00000	   0.00000
   0.99627	   0.00039
   0.99002	   0.00113
   0.98306	   0.00205
   0.97546	   0.00315
   0.96736	   0.00442
   0.95890	   0.00581
   0.95021	   0.00730
   0.94139	   0.00887
   0.93247	   0.01051
   0.92346	   0.01221
   0.91438	   0.01396
   0.90525	   0.01575
   0.89609	   0.01757
   0.88691	   0.01941
   0.87770	   0.02128
   0.86848	   0.02317
   0.85923	   0.02507
   0.84997	   0.02699
   0.84069	   0.02891
   0.83140	   0.03084
   0.82211	   0.03278
   0.81282	   0.03471
   0.80354	   0.03663
   0.79427	   0.03855
   0.78500	   0.04046
   0.77574	   0.04236
   0.76649	   0.04424
   0.75725	   0.04612
   0.74802	   0.04797
   0.73879	   0.04981
   0.72957	   0.05164
   0.72035	   0.05345
   0.71114	   0.05523
   0.70193	   0.05700
   0.69273	   0.05875
   0.68353	   0.06047
   0.67434	   0.06217
   0.66515	   0.06385
   0.65596	   0.06550
   0.64678	   0.06712
   0.63759	   0.06872
   0.62841	   0.07029
   0.61922	   0.07183
   0.61004	   0.07335
   0.60087	   0.07483
   0.59169	   0.07628
   0.58253	   0.07770
   0.57336	   0.07909
   0.56419	   0.08044
   0.55503	   0.08176
   0.54587	   0.08304
   0.53671	   0.08428
   0.52755	   0.08549
   0.51840	   0.08666
   0.50925	   0.08779
   0.50010	   0.08888
   0.49096	   0.08992
   0.48182	   0.09093
   0.47270	   0.09188
   0.46358	   0.09279
   0.45447	   0.09366
   0.44537	   0.09447
   0.43628	   0.09523
   0.42720	   0.09593
   0.41812	   0.09659
   0.40906	   0.09718
   0.40000	   0.09772
   0.39094	   0.09820
   0.38190	   0.09862
   0.37286	   0.09898
   0.36383	   0.09928
   0.35481	   0.09951
   0.34581	   0.09968
   0.33681	   0.09979
   0.32783	   0.09982
   0.31887	   0.09978
   0.30992	   0.09968
   0.30099	   0.09950
   0.29207	   0.09924
   0.28318	   0.09891
   0.27430	   0.09850
   0.26545	   0.09801
   0.25662	   0.09743
   0.24783	   0.09678
   0.23906	   0.09604
   0.23032	   0.09520
   0.22163	   0.09428
   0.21297	   0.09326
   0.20436	   0.09215
   0.19579	   0.09094
   0.18726	   0.08962
   0.17879	   0.08820
   0.17037	   0.08668
   0.16201	   0.08504
   0.15371	   0.08329
   0.14548	   0.08143
   0.13731	   0.07945
   0.12921	   0.07734
   0.12119	   0.07512
   0.11326	   0.07277
   0.10543	   0.07030
   0.09772	   0.06771
   0.09016	   0.06500
   0.08273	   0.06217
   0.07545	   0.05920
   0.06834	   0.05612
   0.06144	   0.05293
   0.05480	   0.04967
   0.04851	   0.04636
   0.04259	   0.04305
   0.03709	   0.03974
   0.03203	   0.03649
   0.02748	   0.03335
   0.02344	   0.03037
   0.01992	   0.02759
   0.01688	   0.02500
   0.01426	   0.02261
   0.01201	   0.02038
   0.01005	   0.01830
   0.00835	   0.01635
   0.00687	   0.01451
   0.00558	   0.01279
   0.00446	   0.01117
   0.00348	   0.00965
   0.00262	   0.00822
   0.00189	   0.00686
   0.00129	   0.00559
   0.00082	   0.00437
   0.00046	   0.00321
   0.00020	   0.00210
   0.00005	   0.00104
  -0.00000	   0.00001
   0.00006	  -0.00098
   0.00023	  -0.00197
   0.00051	  -0.00296
   0.00091	  -0.00396
   0.00143	  -0.00499
   0.00210	  -0.00605
   0.00294	  -0.00712
   0.00398	  -0.00819
   0.00524	  -0.00926
   0.00673	  -0.01032
   0.00847	  -0.01137
   0.01043	  -0.01244
   0.01259	  -0.01355
   0.01498	  -0.01472
   0.01764	  -0.01596
   0.02064	  -0.01728
   0.02408	  -0.01868
   0.02805	  -0.02015
   0.03266	  -0.02169
   0.03794	  -0.02329
   0.04387	  -0.02491
   0.05039	  -0.02655
   0.05741	  -0.02817
   0.06484	  -0.02974
   0.07259	  -0.03123
   0.08061	  -0.03263
   0.08886	  -0.03395
   0.09729	  -0.03518
   0.10586	  -0.03633
   0.11454	  -0.03739
   0.12329	  -0.03837
   0.13211	  -0.03928
   0.14097	  -0.04011
   0.14989	  -0.04088
   0.15885	  -0.04158
   0.16784	  -0.04221
   0.17686	  -0.04279
   0.18592	  -0.04330
   0.19500	  -0.04377
   0.20410	  -0.04418
   0.21323	  -0.04454
   0.22237	  -0.04485
   0.23152	  -0.04511
   0.24069	  -0.04532
   0.24987	  -0.04550
   0.25906	  -0.04562
   0.26826	  -0.04571
   0.27747	  -0.04576
   0.28670	  -0.04576
   0.29593	  -0.04573
   0.30517	  -0.04566
   0.31442	  -0.04555
   0.32368	  -0.04541
   0.33294	  -0.04523
   0.34221	  -0.04502
   0.35149	  -0.04478
   0.36076	  -0.04451
   0.37004	  -0.04420
   0.37932	  -0.04386
   0.38860	  -0.04350
   0.39788	  -0.04310
   0.40717	  -0.04267
   0.41645	  -0.04221
   0.42574	  -0.04172
   0.43502	  -0.04120
   0.44431	  -0.04065
   0.45360	  -0.04008
   0.46290	  -0.03947
   0.47219	  -0.03884
   0.48150	  -0.03818
   0.49080	  -0.03750
   0.50011	  -0.03679
   0.50942	  -0.03606
   0.51874	  -0.03530
   0.52807	  -0.03452
   0.53740	  -0.03372
   0.54674	  -0.03289
   0.55610	  -0.03205
   0.56546	  -0.03119
   0.57485	  -0.03032
   0.58425	  -0.02943
   0.59366	  -0.02853
   0.60309	  -0.02762
   0.61253	  -0.02670
   0.62197	  -0.02578
   0.63142	  -0.02486
   0.64088	  -0.02393
   0.65033	  -0.02301
   0.65978	  -0.02209
   0.66923	  -0.02117
   0.67867	  -0.02026
   0.68810	  -0.01935
   0.69752	  -0.01846
   0.70694	  -0.01757
   0.71635	  -0.01669
   0.72575	  -0.01582
   0.73515	  -0.01497
   0.74455	  -0.01412
   0.75394	  -0.01329
   0.76333	  -0.01247
   0.77272	  -0.01167
   0.78210	  -0.01087
   0.79148	  -0.01010
   0.80085	  -0.00934
   0.81022	  -0.00859
   0.81957	  -0.00787
   0.82892	  -0.00716
   0.83826	  -0.00648
   0.84758	  -0.00582
   0.85691	  -0.00518
   0.86622	  -0.00457
   0.87553	  -0.00398
   0.88482	  -0.00342
   0.89411	  -0.00289
   0.90338	  -0.00238
   0.91262	  -0.00192
   0.92183	  -0.00148
   0.93100	  -0.00109
   0.94010	  -0.00074
   0.94912	  -0.00043
   0.95800	  -0.00018
   0.96666	   0.00001
   0.97497	   0.00014
   0.98278	   0.00020
   0.98991	   0.00018
   0.99624	   0.00009
   1.00000	   0.00000
