NA63A611
   1.00000	   0.00023
   0.99677	   0.00132
   0.99168	   0.00301
   0.98623	   0.00476
   0.98040	   0.00659
   0.97413	   0.00848
   0.96741	   0.01045
   0.96019	   0.01248
   0.95249	   0.01456
   0.94435	   0.01665
   0.93585	   0.01874
   0.92710	   0.02079
   0.91823	   0.02280
   0.90932	   0.02475
   0.90043	   0.02665
   0.89156	   0.02851
   0.88272	   0.03034
   0.87388	   0.03214
   0.86504	   0.03391
   0.85619	   0.03565
   0.84733	   0.03737
   0.83845	   0.03907
   0.82955	   0.04074
   0.82062	   0.04239
   0.81167	   0.04403
   0.80270	   0.04564
   0.79370	   0.04723
   0.78469	   0.04880
   0.77567	   0.05035
   0.76664	   0.05188
   0.75760	   0.05338
   0.74857	   0.05485
   0.73953	   0.05630
   0.73049	   0.05773
   0.72145	   0.05913
   0.71242	   0.06050
   0.70339	   0.06185
   0.69437	   0.06317
   0.68535	   0.06446
   0.67634	   0.06573
   0.66733	   0.06697
   0.65832	   0.06817
   0.64932	   0.06935
   0.64032	   0.07049
   0.63132	   0.07160
   0.62233	   0.07268
   0.61333	   0.07373
   0.60434	   0.07474
   0.59535	   0.07571
   0.58635	   0.07665
   0.57735	   0.07754
   0.56835	   0.07841
   0.55935	   0.07923
   0.55035	   0.08001
   0.54135	   0.08076
   0.53235	   0.08146
   0.52335	   0.08213
   0.51435	   0.08275
   0.50535	   0.08333
   0.49636	   0.08387
   0.48737	   0.08437
   0.47839	   0.08482
   0.46942	   0.08523
   0.46046	   0.08559
   0.45151	   0.08591
   0.44256	   0.08617
   0.43363	   0.08639
   0.42470	   0.08655
   0.41577	   0.08667
   0.40685	   0.08673
   0.39793	   0.08674
   0.38901	   0.08669
   0.38009	   0.08659
   0.37116	   0.08643
   0.36223	   0.08622
   0.35330	   0.08596
   0.34438	   0.08565
   0.33546	   0.08528
   0.32656	   0.08485
   0.31767	   0.08437
   0.30879	   0.08384
   0.29993	   0.08325
   0.29108	   0.08259
   0.28223	   0.08188
   0.27338	   0.08110
   0.26455	   0.08027
   0.25571	   0.07938
   0.24688	   0.07843
   0.23805	   0.07741
   0.22923	   0.07634
   0.22043	   0.07521
   0.21164	   0.07402
   0.20287	   0.07276
   0.19412	   0.07145
   0.18541	   0.07007
   0.17673	   0.06863
   0.16808	   0.06712
   0.15948	   0.06554
   0.15091	   0.06388
   0.14238	   0.06215
   0.13389	   0.06034
   0.12545	   0.05844
   0.11705	   0.05646
   0.10871	   0.05439
   0.10045	   0.05224
   0.09226	   0.05000
   0.08419	   0.04766
   0.07626	   0.04524
   0.06855	   0.04273
   0.06108	   0.04016
   0.05385	   0.03750
   0.04682	   0.03475
   0.03998	   0.03189
   0.03357	   0.02897
   0.02787	   0.02615
   0.02302	   0.02354
   0.01899	   0.02119
   0.01566	   0.01908
   0.01289	   0.01717
   0.01055	   0.01542
   0.00855	   0.01377
   0.00681	   0.01222
   0.00533	   0.01078
   0.00410	   0.00945
   0.00307	   0.00823
   0.00222	   0.00709
   0.00153	   0.00601
   0.00097	   0.00498
   0.00054	   0.00399
   0.00022	   0.00303
   0.00002	   0.00210
  -0.00007	   0.00119
  -0.00004	   0.00029
   0.00012	  -0.00061
   0.00040	  -0.00151
   0.00080	  -0.00241
   0.00133	  -0.00331
   0.00199	  -0.00422
   0.00279	  -0.00514
   0.00373	  -0.00607
   0.00485	  -0.00699
   0.00617	  -0.00790
   0.00771	  -0.00875
   0.00949	  -0.00952
   0.01157	  -0.01020
   0.01405	  -0.01090
   0.01703	  -0.01168
   0.02062	  -0.01254
   0.02493	  -0.01346
   0.03001	  -0.01440
   0.03599	  -0.01534
   0.04285	  -0.01624
   0.05039	  -0.01710
   0.05839	  -0.01793
   0.06672	  -0.01870
   0.07524	  -0.01942
   0.08391	  -0.02007
   0.09268	  -0.02066
   0.10155	  -0.02119
   0.11050	  -0.02167
   0.11950	  -0.02212
